paragraph,id,count,em,nll
"-process#loc-peer-review-history)). If published, this will include your full peer review and any attached files.

If you choose ""no"", your identity will remain anonymous but your review may still be made public.

**Do you want your identity to be public for this peer review?** For information about this choice, including consent withdrawal, please see our [Privacy Policy](https://www.plos.org/privacy-policy).

Reviewer \",12927,16214,50.0,1.021
"../../../../../../allclasses-noframe.html"">All&nbsp;Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
 ",12935,8429,50.0,0.267
" bibliography or works cited list.

Because each style has its own formatting nuances that evolve over time and not all information is available for every reference entry or article, Encyclopedia.com cannot guarantee each citation it generates. Therefore, it’s best to use Encyclopedia.com citations as a starting point before checking the style against your school or publication’s requirements and the most-recent information available at these sites:

Modern Language Association

The Chicago Manual of Style

American",12939,9158,50.0,1.087
" name=""constructor.summary"">
<!--   -->
</a>
<h3>Constructor Summary</h3>
<table class=""memberSummary"" border=""0"" cellpadding=""3"" cellspacing=""0"" summary=""Constructor Summary table, listing constructors, and an explanation"">
<caption><span>Constructors</span><span class=""tabEnd"">&nbsp;</span></caption>
<tr>
",12943,8625,50.0,0.264
"blockList"">
<li class=""blockList""><a name=""constructor.summary"">
<!--   -->
</a>
<h3>Constructor Summary</h3>
<table class=""memberSummary"" border=""0"" cellpadding=""3"" cellspacing=""0"" summary=""Constructor Summary table, listing constructors, and an explanation"">
<caption><span>Constructors</span><span class=""tabEnd"">&nbsp",12947,8625,50.0,0.213
"
Citation styles

Encyclopedia.com gives you the ability to cite reference entries and articles according to common styles from the Modern Language Association (MLA), The Chicago Manual of Style, and the American Psychological Association (APA).

Within the “Cite this article” tool, pick a style to see how all available information looks when formatted according to that style. Then, copy and paste the text into your bibliography or works cited list.

Because each style",12949,9154,50.0,0.421
"=""Skip navigation links""></A>
<TABLE BORDER=""0"" WIDTH=""100%"" CELLPADDING=""1"" CELLSPACING=""0"" SUMMARY="""">
<TR>
<TD COLSPAN=2 BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">
<A NAME=""navbar_bottom_firstrow""><!-- --></A>
<TABLE BORDER=""0"" CELLP",12951,9648,50.0,0.374
"
<TABLE BORDER=""0"" WIDTH=""100%"" CELLPADDING=""1"" CELLSPACING=""0"" SUMMARY="""">
<TR>
<TD COLSPAN=2 BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">
<A NAME=""navbar_bottom_firstrow""><!-- --></A>
<TABLE BORDER=""0"" CELLPADDING=""0"" CELL",12952,9892,50.0,0.341
"ARY ======== -->
<ul class=""blockList"">
<li class=""blockList""><a name=""constructor.summary"">
<!--   -->
</a>
<h3>Constructor Summary</h3>
<table class=""memberSummary"" border=""0"" cellpadding=""3"" cellspacing=""0"" summary=""Constructor Summary table, listing constructors, and an explanation"">
<caption><span>Constructors</span><",12956,8625,50.0,0.247
"Citation styles

Encyclopedia.com gives you the ability to cite reference entries and articles according to common styles from the Modern Language Association (MLA), The Chicago Manual of Style, and the American Psychological Association (APA).

Within the “Cite this article” tool, pick a style to see how all available information looks when formatted according to that style. Then, copy and paste the text into your bibliography or works cited list.

Because each style has",12957,9162,50.0,0.37
"Skip navigation links""></A>
<TABLE BORDER=""0"" WIDTH=""100%"" CELLPADDING=""1"" CELLSPACING=""0"" SUMMARY="""">
<TR>
<TD COLSPAN=2 BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">
<A NAME=""navbar_bottom_firstrow""><!-- --></A>
<TABLE BORDER=""0"" CELLPADD",12964,9648,50.0,0.606
"<li class=""blockList""><a name=""constructor.summary"">
<!--   -->
</a>
<h3>Constructor Summary</h3>
<table class=""memberSummary"" border=""0"" cellpadding=""3"" cellspacing=""0"" summary=""Constructor Summary table, listing constructors, and an explanation"">
<caption><span>Constructors</span><span class=""tabEnd"">&nbsp;</span></",12965,8625,50.0,0.2
"ADDING=""1"" CELLSPACING=""0"" SUMMARY="""">
<TR>
<TD COLSPAN=2 BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">
<A NAME=""navbar_bottom_firstrow""><!-- --></A>
<TABLE BORDER=""0"" CELLPADDING=""0"" CELLSPACING=""3"" SUMMARY="""">
  <TR ALIGN=""",12970,9892,50.0,0.371
"MARY ======== -->
<ul class=""blockList"">
<li class=""blockList""><a name=""constructor.summary"">
<!--   -->
</a>
<h3>Constructor Summary</h3>
<table class=""memberSummary"" border=""0"" cellpadding=""3"" cellspacing=""0"" summary=""Constructor Summary table, listing constructors, and an explanation"">
<caption><span>Constructors</span",12973,8625,50.0,0.403
"../../../../allclasses-noframe.html"">All Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.",12975,9486,50.0,0.217
"and-peer-review-process#loc-peer-review-history)). If published, this will include your full peer review and any attached files.

If you choose ""no"", your identity will remain anonymous but your review may still be made public.

**Do you want your identity to be public for this peer review?** For information about this choice, including consent withdrawal, please see our [Privacy Policy](https://www.plos.org/privacy-policy",12977,16220,50.0,0.812
" BORDER=""0"" WIDTH=""100%"" CELLPADDING=""1"" CELLSPACING=""0"" SUMMARY="""">
<TR>
<TD COLSPAN=2 BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">
<A NAME=""navbar_bottom_firstrow""><!-- --></A>
<TABLE BORDER=""0"" CELLPADDING=""0"" CELLSPACING",12978,9892,50.0,0.363
" Done!

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile.

By clicking ""Create Account"", I hearby grant permission to Postmedia to use my account information to create my account.

I also accept and agree to be bound by",12981,9290,50.0,0.322
"Refinement {#tablewraprefinementdatalong}
==========

  ------------------------------------- -------------------------------------------------------------------------------------------------
  Refinement on *F*^2^                  Primary atom site location: structure-invariant direct methods
  Least-squares matrix: full            Secondary atom site location: difference Fourier map
  *R*\[*",12986,16844,50.0,0.405
"=""100%"" CELLPADDING=""1"" CELLSPACING=""0"" SUMMARY="""">
<TR>
<TD COLSPAN=2 BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">
<A NAME=""navbar_bottom_firstrow""><!-- --></A>
<TABLE BORDER=""0"" CELLPADDING=""0"" CELLSPACING=""3"" SUMMARY="""">
",12989,9892,50.0,0.347
" ======== CONSTRUCTOR SUMMARY ======== -->
<ul class=""blockList"">
<li class=""blockList""><a name=""constructor.summary"">
<!--   -->
</a>
<h3>Constructor Summary</h3>
<table class=""memberSummary"" border=""0"" cellpadding=""3"" cellspacing=""0"" summary=""Constructor Summary table, listing constructors, and an explanation"">
<caption><",12991,8625,50.0,0.324
"   onmouseout=""return searchBox.OnSearchSelectHide()""
     onkeydown=""return searchBox.OnSearchSelectKey(event)"">
</div>

<!-- iframe showing the search results (closed by default) -->
<div id=""MSearchResultsWindow"">
<iframe src=""javascript:void(0)"" frameborder=""0"" 
        name=""MSearchResults"" id=""",12995,11357,50.0,0.807
"
</ul>
<!-- ========== METHOD SUMMARY =========== -->
<ul class=""blockList"">
<li class=""blockList""><a name=""method.summary"">
<!--   -->
</a>
<h3>Method Summary</h3>
<table class=""memberSummary"" border=""0"" cellpadding=""3"" cellspacing=""0"" summary=""Method Summary table, listing methods, and an explanation"">
",12996,9792,50.0,0.219
" to put quality content out there for our community. Techdirt is one of the few remaining truly independent media outlets. We do not have a giant corporation behind us, and we rely heavily on our community to support us, in an age when advertisers are increasingly uninterested in sponsoring small, independent sites — especially a site like ours that is unwilling to pull punches in its reporting and analysis. While other websites have resorted to paywalls, registration requirements, and increasingly annoying/intrusive advertising,",12997,22086,50.0,0.604
"details}
===============

  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Geometry. All e.s.d.\'s (except the e.s.d. in the dihedral angle between two l.s. planes) are estimated using the full covariance matrix. The cell e.s.d.\'s are taken into account individually in the estimation of e.s.d.\'s in distances, angles and torsion angles; correlations",13000,21348,50.0,0.408
"-navbar_top"" title=""Skip navigation links""></A>
<TABLE BORDER=""0"" WIDTH=""100%"" CELLPADDING=""1"" CELLSPACING=""0"" SUMMARY="""">
<TR>
<TD COLSPAN=2 BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">
<A NAME=""navbar_top_firstrow""><!-- --></A>
<TABLE BORD",13003,10020,50.0,0.553
"noframe.html"">All Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";",13005,11575,50.0,0.45
"0"" SUMMARY="""">
<TR>
<TD COLSPAN=2 BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">
<A NAME=""navbar_top_firstrow""><!-- --></A>
<TABLE BORDER=""0"" CELLPADDING=""0"" CELLSPACING=""3"" SUMMARY="""">
  <TR ALIGN=""center"" VALIGN=""top"">
  <TD",13006,10474,50.0,0.404
" use my account information to create my account.

I also accept and agree to be bound by Postmedia's Terms and Conditions with respect to my use of the Site and I have read and understand Postmedia's Privacy Statement. I consent to the collection, use, maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will",13007,10131,50.0,0.962
" Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile.

By clicking ""Create Account"", I hearby grant permission to Postmedia to use my account information to create my account.

I also accept and agree to be bound by",13008,10132,50.0,0.288
"-------------------------------------------------------------------------------------
  Geometry. All e.s.d.\'s (except the e.s.d. in the dihedral angle between two l.s. planes) are estimated using the full covariance matrix. The cell e.s.d.\'s are taken into account individually in the estimation of e.s.d.\'s in distances, angles and torsion angles; correlations between e.s.d.\'s in cell parameters are only",13010,21421,50.0,0.411
"rame.html"">All Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
 ",13014,11575,50.0,0.347
" maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile.

By clicking ""Create Account"", I hearby grant permission to Postmedia to use my account information to",13015,10132,50.0,0.637
" that is unwilling to pull punches in its reporting and analysis. While other websites have resorted to paywalls, registration requirements, and increasingly annoying/intrusive advertising, we have always kept Techdirt open and available to anyone. But in order to continue doing so, we need your support. We offer a variety of ways for our readers to support us, from direct donations to special subscriptions and cool merchandise — and every little bit helps. Thank you.

–The Techdirt Team",13020,22086,50.0,1.052
" out there for our community. Techdirt is one of the few remaining truly independent media outlets. We do not have a giant corporation behind us, and we rely heavily on our community to support us, in an age when advertisers are increasingly uninterested in sponsoring small, independent sites — especially a site like ours that is unwilling to pull punches in its reporting and analysis. While other websites have resorted to paywalls, registration requirements, and increasingly annoying/intrusive advertising, we have always kept",13021,22086,50.0,0.556
" quality content out there for our community. Techdirt is one of the few remaining truly independent media outlets. We do not have a giant corporation behind us, and we rely heavily on our community to support us, in an age when advertisers are increasingly uninterested in sponsoring small, independent sites — especially a site like ours that is unwilling to pull punches in its reporting and analysis. While other websites have resorted to paywalls, registration requirements, and increasingly annoying/intrusive advertising, we have",13022,22086,50.0,0.525
" many things competing for everyone’s attention these days, we really appreciate you giving us your time. We work hard every day to put quality content out there for our community. Techdirt is one of the few remaining truly independent media outlets. We do not have a giant corporation behind us, and we rely heavily on our community to support us, in an age when advertisers are increasingly uninterested in sponsoring small, independent sites — especially a site like ours that is unwilling to pull punches in its",13023,22086,50.0,1.153
"
     onmouseout=""return searchBox.OnSearchSelectHide()""
     onkeydown=""return searchBox.OnSearchSelectKey(event)"">
</div>

<!-- iframe showing the search results (closed by default) -->
<div id=""MSearchResultsWindow"">
<iframe src=""javascript:void(0)"" frameborder=""0"" 
        name=""MSearchResults",13025,11357,50.0,0.812
" with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile.

By clicking ""Create Account"", I hearby grant permission to Postmedia to use my account information to create my account.

I also accept",13028,10132,50.0,0.453
" and understand Postmedia's Privacy Statement. I consent to the collection, use, maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile.

By clicking ""Create",13031,10132,50.0,0.738
""">All Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_top"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
 ",13032,11575,50.0,0.372
"li>
</ul>
<!-- ========== METHOD SUMMARY =========== -->
<ul class=""blockList"">
<li class=""blockList""><a name=""method.summary"">
<!--   -->
</a>
<h3>Method Summary</h3>
<table class=""memberSummary"" border=""0"" cellpadding=""3"" cellspacing=""0"" summary=""Method Summary table, listing methods, and an explanation",13033,9792,50.0,0.167
" content out there for our community. Techdirt is one of the few remaining truly independent media outlets. We do not have a giant corporation behind us, and we rely heavily on our community to support us, in an age when advertisers are increasingly uninterested in sponsoring small, independent sites — especially a site like ours that is unwilling to pull punches in its reporting and analysis. While other websites have resorted to paywalls, registration requirements, and increasingly annoying/intrusive advertising, we have always",13035,22086,50.0,0.481
" bound by Postmedia's Terms and Conditions with respect to my use of the Site and I have read and understand Postmedia's Privacy Statement. I consent to the collection, use, maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You",13036,10131,50.0,0.762
"s attention these days, we really appreciate you giving us your time. We work hard every day to put quality content out there for our community. Techdirt is one of the few remaining truly independent media outlets. We do not have a giant corporation behind us, and we rely heavily on our community to support us, in an age when advertisers are increasingly uninterested in sponsoring small, independent sites — especially a site like ours that is unwilling to pull punches in its reporting and analysis. While other websites",13040,22086,50.0,0.995
"oframe.html"">All Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_top"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
",13042,11575,50.0,0.494
". We work hard every day to put quality content out there for our community. Techdirt is one of the few remaining truly independent media outlets. We do not have a giant corporation behind us, and we rely heavily on our community to support us, in an age when advertisers are increasingly uninterested in sponsoring small, independent sites — especially a site like ours that is unwilling to pull punches in its reporting and analysis. While other websites have resorted to paywalls, registration requirements, and increasingly annoying",13043,22086,50.0,0.673
".

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile.

By clicking ""Create Account"", I hearby grant permission to Postmedia to use my account information to create my account.

I also accept and agree to be bound by Post",13045,10132,50.0,0.312
" us your time. We work hard every day to put quality content out there for our community. Techdirt is one of the few remaining truly independent media outlets. We do not have a giant corporation behind us, and we rely heavily on our community to support us, in an age when advertisers are increasingly uninterested in sponsoring small, independent sites — especially a site like ours that is unwilling to pull punches in its reporting and analysis. While other websites have resorted to paywalls, registration requirements,",13048,22086,50.0,0.759
"All Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_top"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
  //",13051,11575,50.0,0.418
" searchBox.OnSearchSelectHide()""
     onkeydown=""return searchBox.OnSearchSelectKey(event)"">
</div>

<!-- iframe showing the search results (closed by default) -->
<div id=""MSearchResultsWindow"">
<iframe src=""javascript:void(0)"" frameborder=""0"" 
        name=""MSearchResults"" id=""MSearchResults"">
</iframe",13052,11357,50.0,0.953
"OnSearchSelectHide()""
     onkeydown=""return searchBox.OnSearchSelectKey(event)"">
</div>

<!-- iframe showing the search results (closed by default) -->
<div id=""MSearchResultsWindow"">
<iframe src=""javascript:void(0)"" frameborder=""0"" 
        name=""MSearchResults"" id=""MSearchResults"">
</iframe>
</",13054,11357,50.0,0.935
"Box.OnSearchSelectHide()""
     onkeydown=""return searchBox.OnSearchSelectKey(event)"">
</div>

<!-- iframe showing the search results (closed by default) -->
<div id=""MSearchResultsWindow"">
<iframe src=""javascript:void(0)"" frameborder=""0"" 
        name=""MSearchResults"" id=""MSearchResults"">
</iframe>",13057,11357,50.0,0.891
" create my account.

I also accept and agree to be bound by Postmedia's Terms and Conditions with respect to my use of the Site and I have read and understand Postmedia's Privacy Statement. I consent to the collection, use, maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the",13059,10131,50.0,0.81
" day to put quality content out there for our community. Techdirt is one of the few remaining truly independent media outlets. We do not have a giant corporation behind us, and we rely heavily on our community to support us, in an age when advertisers are increasingly uninterested in sponsoring small, independent sites — especially a site like ours that is unwilling to pull punches in its reporting and analysis. While other websites have resorted to paywalls, registration requirements, and increasingly annoying/intrusive advertising",13060,22086,50.0,0.601
" information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile.

By clicking ""Create Account"", I hearby grant permission to Postmedia to use my account information to create my account.

",13061,10132,50.0,0.466
" so many things competing for everyone’s attention these days, we really appreciate you giving us your time. We work hard every day to put quality content out there for our community. Techdirt is one of the few remaining truly independent media outlets. We do not have a giant corporation behind us, and we rely heavily on our community to support us, in an age when advertisers are increasingly uninterested in sponsoring small, independent sites — especially a site like ours that is unwilling to pull punches in",13062,22086,50.0,1.174
"return searchBox.OnSearchSelectHide()""
     onkeydown=""return searchBox.OnSearchSelectKey(event)"">
</div>

<!-- iframe showing the search results (closed by default) -->
<div id=""MSearchResultsWindow"">
<iframe src=""javascript:void(0)"" frameborder=""0"" 
        name=""MSearchResults"" id=""MSearchResults"">
</",13066,11357,50.0,0.917
" unwilling to pull punches in its reporting and analysis. While other websites have resorted to paywalls, registration requirements, and increasingly annoying/intrusive advertising, we have always kept Techdirt open and available to anyone. But in order to continue doing so, we need your support. We offer a variety of ways for our readers to support us, from direct donations to special subscriptions and cool merchandise — and every little bit helps. Thank you.

–The Techdirt Team

",13074,22084,50.0,0.914
" my use of the Site and I have read and understand Postmedia's Privacy Statement. I consent to the collection, use, maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing",13075,10132,50.0,1.07
", use, maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile.

By clicking ""Create Account"", I hearby grant permission to Postmedia to use my",13076,10132,50.0,0.772
"media's Privacy Statement. I consent to the collection, use, maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile.

By clicking ""Create Account"", I",13077,10132,50.0,0.705
" have read and understand Postmedia's Privacy Statement. I consent to the collection, use, maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile.

By clicking",13078,10132,50.0,0.704
"All Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
  //",13081,11575,50.0,0.396
" post. With so many things competing for everyone’s attention these days, we really appreciate you giving us your time. We work hard every day to put quality content out there for our community. Techdirt is one of the few remaining truly independent media outlets. We do not have a giant corporation behind us, and we rely heavily on our community to support us, in an age when advertisers are increasingly uninterested in sponsoring small, independent sites — especially a site like ours that is unwilling to",13083,22086,50.0,1.18
", maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile.

By clicking ""Create Account"", I hearby grant permission to Postmedia to use my account information",13084,10132,50.0,0.715
" attention these days, we really appreciate you giving us your time. We work hard every day to put quality content out there for our community. Techdirt is one of the few remaining truly independent media outlets. We do not have a giant corporation behind us, and we rely heavily on our community to support us, in an age when advertisers are increasingly uninterested in sponsoring small, independent sites — especially a site like ours that is unwilling to pull punches in its reporting and analysis. While other websites have",13085,22086,50.0,0.951
" Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_top"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
  //-->",13087,11575,50.0,0.304
" COLSPAN=2 BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">
<A NAME=""navbar_top_firstrow""><!-- --></A>
<TABLE BORDER=""0"" CELLPADDING=""0"" CELLSPACING=""3"" SUMMARY="""">
  <TR ALIGN=""center"" VALIGN=""top"">
  <TD BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1",13092,10424,50.0,0.489
" of the Site and I have read and understand Postmedia's Privacy Statement. I consent to the collection, use, maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile",13097,10132,50.0,0.844
"bar_top"" title=""Skip navigation links""></A>
<TABLE BORDER=""0"" WIDTH=""100%"" CELLPADDING=""1"" CELLSPACING=""0"" SUMMARY="""">
<TR>
<TD COLSPAN=2 BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">
<A NAME=""navbar_top_firstrow""><!-- --></A>
<TABLE BORDER=""",13098,10020,50.0,0.508
".OnSearchSelectHide()""
     onkeydown=""return searchBox.OnSearchSelectKey(event)"">
</div>

<!-- iframe showing the search results (closed by default) -->
<div id=""MSearchResultsWindow"">
<iframe src=""javascript:void(0)"" frameborder=""0"" 
        name=""MSearchResults"" id=""MSearchResults"">
</iframe>
",13099,11357,50.0,0.897
"<TD COLSPAN=2 BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">
<A NAME=""navbar_bottom_firstrow""><!-- --></A>
<TABLE BORDER=""0"" CELLPADDING=""0"" CELLSPACING=""3"" SUMMARY="""">
  <TR ALIGN=""center"" VALIGN=""top"">
  <TD BGCOLOR=""#EEEEFF"" CLASS=""NavBar",13101,10176,50.0,0.276
".html"">All Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }",13103,11575,50.0,0.359
" is unwilling to pull punches in its reporting and analysis. While other websites have resorted to paywalls, registration requirements, and increasingly annoying/intrusive advertising, we have always kept Techdirt open and available to anyone. But in order to continue doing so, we need your support. We offer a variety of ways for our readers to support us, from direct donations to special subscriptions and cool merchandise — and every little bit helps. Thank you.

–The Techdirt Team
",13105,22084,50.0,1.024
" by Postmedia's Terms and Conditions with respect to my use of the Site and I have read and understand Postmedia's Privacy Statement. I consent to the collection, use, maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can",13108,10131,50.0,0.72
" the Site and I have read and understand Postmedia's Privacy Statement. I consent to the collection, use, maintenance, and disclosure of my information in accordance with the Postmedia's Privacy Policy.

Postmedia wants to improve your reading experience as well as share the best deals and promotions from our advertisers with you. The information below will be used to optimize the content and make ads across the network more relevant to you. You can always change the information you share with us by editing your profile.",13111,10132,50.0,0.871
" — especially a site like ours that is unwilling to pull punches in its reporting and analysis. While other websites have resorted to paywalls, registration requirements, and increasingly annoying/intrusive advertising, we have always kept Techdirt open and available to anyone. But in order to continue doing so, we need your support. We offer a variety of ways for our readers to support us, from direct donations to special subscriptions and cool merchandise — and every little bit helps. Thank you.

",13114,22086,50.0,1.167
"-doc.html""><FONT CLASS=""NavBarFont1""><B>Help</B></FONT></A>&nbsp;</TD>
  </TR>
</TABLE>
</TD>
<TD ALIGN=""right"" VALIGN=""top"" ROWSPAN=3><EM>
</EM>
</TD>
</TR>

<TR>
<TD BGCOLOR=""white"" CLASS=""NavBarCell2",13121,13870,50.0,0.364
"R*-factors(gt) *etc*. and is not relevant to the choice of reflections for refinement. *R*-factors based on *F*^2^ are statistically about twice as large as those based on *F*, and *R*- factors based on ALL data will be even larger.
  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Fractional atomic coordinates and isotropic or equivalent isotropic displacement parameters (Å^2",13122,26232,50.0,1.011
" approximate (isotropic) treatment of cell e.s.d.\'s is used for estimating e.s.d.\'s involving l.s. planes.
  Refinement. Refinement of *F*^2^ against ALL reflections. The weighted *R*-factor *wR* and goodness of fit *S* are based on *F*^2^, conventional *R*-factors *R* are based on *F*, with *F",13123,26220,50.0,1.339
" is used only for calculating *R*-factors(gt) *etc*. and is not relevant to the choice of reflections for refinement. *R*-factors based on *F*^2^ are statistically about twice as large as those based on *F*, and *R*- factors based on ALL data will be even larger.
  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Fractional atomic coordinates and isotropic or equivalent isotropic displacement",13129,26232,50.0,1.156
"*^2^ \> σ(*F*^2^) is used only for calculating *R*-factors(gt) *etc*. and is not relevant to the choice of reflections for refinement. *R*-factors based on *F*^2^ are statistically about twice as large as those based on *F*, and *R*- factors based on ALL data will be even larger.
  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

",13130,26308,50.0,1.443
" not relevant to the choice of reflections for refinement. *R*-factors based on *F*^2^ are statistically about twice as large as those based on *F*, and *R*- factors based on ALL data will be even larger.
  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Fractional atomic coordinates and isotropic or equivalent isotropic displacement parameters (Å^2^) {#tablewrapcoords}
==================================================================================================",13134,26234,50.0,0.648
